Url,Address,ReferenceNumber,Validateddate,Status,Proposal
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/13/21/TC&from=planningSearch,Craig Rock Cottage 28 The Drive Aldwick  PO21 4DU,AW/13/21/TC,18-01-21,No Objection     ,"Holm Oak (T1) - Crown reduction to 10m in height and lateral reduction back to old pruning points 
Bay Laurel (T2) -  Crown reduction to 13m in height and lateral reduction back to old pruning points. 
Holm Oak (T3) - Crown reduction to 10.5m in height and lateral reduction back to old pruning points.
Holm Oak (T4) - Crown reduction to 6.5m in height and lateral reduction back to old pruning points."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/4/21/CLP&from=planningSearch,18 Normandy Drive East Preston   BN16 1LU,EP/4/21/CLP,19-01-21,Undecided     ,Lawful development certificate for the proposed siting of a caravan in rear garden for ancillary use to existing dwelling.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/4/21/HH&from=planningSearch,20 Little Paddocks Ferring   BN12 5NJ,FG/4/21/HH,15-01-21,Undecided     ,"Loft conversion with front and rear dormers, rear ground floor extension and front verandah."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/5/21/HH&from=planningSearch,4 Chalet Gardens Ferring   BN12 5PD,FG/5/21/HH,22-01-21,Undecided     ,"Removal of existing single garage, new single storey side extension with part pitched roof and main area of flat roof"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/20/21/DOC&from=planningSearch,46a - 47 Pier Road and Land North of Clifton Road Littlehampton  ,LU/20/21/DOC,20-01-21,Undecided     ,Approval of details reserved by condition imposed under ref LU/287/17/PL relating to Condition Nos 15 - acoustic report and 18 - contamination
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/5/21/HH&from=planningSearch,7 Avian Gardens Pagham   PO21 3UR,P/5/21/HH,15-01-21,Undecided     ,Single storey side infill extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/7/21/HH&from=planningSearch,Manoss 9 Manor Park Pagham  PO21 3JS,P/7/21/HH,19-01-21,Undecided     ,Rear conservatory
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/3/21/L&from=planningSearch,Hop Garden Cottage Westergate Street Westergate  PO20 3RJ,AL/3/21/L,14-01-21,Undecided     ,Listed building consent for the replacement of 13 No. windows throughout the property.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/10/21/TC&from=planningSearch,35 Kingsway Aldwick   PO21 4DH,AW/10/21/TC,12-01-21,No Objection     ,"T1 - Mature Wingnut Tree, Re-pollard to the previous knuckles."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/2/21/DOC&from=planningSearch,Flamsteed Lake Lane Barnham  PO22 0AD,BN/2/21/DOC,13-01-21,DOC Approved     ,Approval of details reserved by condition imposed under BN/130/19/HH relating to condition 3-surface water drainage.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/11/21/T&from=planningSearch,"Riverside Industrial Estate, Unit G And Unit H Bridge Road Littlehampton  BN17 5DF",LU/11/21/T,12-01-21,Undecided     ,Various works to 36 No. Sycamore Trees and 9 No. Scots Pine Trees.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/12/21/PL&from=planningSearch,Ground Floor Flat 47 Horsham Road Littlehampton  BN17 6DB,LU/12/21/PL,01-02-21,Undecided     ,Change of use from 1 No.dwelling (C3 Dwelling House) to Beauty Salon (Sui Generis). This site is in CIL Zone 4 (Zero Rated) as other development.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/13/21/PL&from=planningSearch,125 Bayford Road Littlehampton   BN17 5HW,LU/13/21/PL,15-01-21,Undecided     ,Change of use of existing single dwellinghouse (C3) to an 8-bedroom House in Multiple Occupation (Sui Generis).
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/4/21/PL&from=planningSearch,"Land at Sefter Road, Hook Lane and Pagham Road Pagham  ",P/4/21/PL,24-02-21,Undecided     ,"Material change of use of land from agricultural use to use for open space. This application is a Departure from the Development Plan & is within Strategic Site SD2, CIL Zone 1 (Zero Rated)."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/9/21/TC&from=planningSearch,Pear Tree Cottage Arundel Road Angmering  BN16 4JR,A/9/21/TC,11-01-21,Objection     ,To reduce height of 2 No.Poplar from approximately 25m to 15m
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/12/21/TC&from=planningSearch,2 Tithe Barn Way Aldwick Bay Aldwick  PO21 4HA,AW/12/21/TC,15-01-21,Undecided     ,"Crown reduction of 3 No. Beech Trees (T1-T3) back to knuckles
Crown reduction of 1 No. Tulip Tree (T4) back to knuckles"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/6/21/HH&from=planningSearch,5 Edinburgh Close Aldwick   PO21 4PW,AW/6/21/HH,21-01-21,Undecided     ,Loft conversion to form new second floor with front and rear dormer projections
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/9/21/T&from=planningSearch,5 Aldwick Gardens Aldwick   PO21 3QT,AW/9/21/T,13-01-21,ApproveConditionally     ,To reduce the crown of 1 No. Oak tree to 9m tall with a spread of 6m.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/1/21/DOC&from=planningSearch,Land At Angels Nursery Yapton Road Barnham  PO22 0AY,BN/1/21/DOC,13-01-21,DOC Approved     ,"Approval of details reserved by condition imposed under ref BN/84/20/PL relating to Condition No 8 - landscaping, Condition No. 20 - street lighting, Condition 26 - decentralised and renewable energy, and Condition 29 - fire hydrants."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/4/21/HH&from=planningSearch,Courtney Lodge Sylvan Way Bognor Regis  PO21 2RS,BR/4/21/HH,11-01-21,ApproveConditionally     ,Rear/side single storey extension and alterations.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/3/21/NMA&from=planningSearch,Nutwood 5 Selhurst Close East Preston  BN16 2SR,EP/3/21/NMA,11-01-21,Approve     ,Non material amendment following the grant of EP/119/20/HH to simplify roof drainage & remove central downpipe.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/2/21/HH&from=planningSearch,3 Sea Drive Ferring   BN12 5HD,FG/2/21/HH,15-01-21,Undecided     ,Erection of a detached garage.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/3/21/T&from=planningSearch,Kimberley Greystoke Road Ferring  BN12 5JL,FG/3/21/T,11-01-21,Withdrawn     ,To reduce 1 No. Ash Tree's height from approx 10m to 7m and its radial spread by 8m to 5m. To thin crown by 30%
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/1/21/PL&from=planningSearch,Land at Summer Lane Pagham   ,P/1/21/PL,12-01-21,Undecided     ,"Material change of use of land from agricultural use to use for open space. This application is in part a Departure from the Development Plan, affects a Public Right of Way & is in CIL Zone 5 (Zero Rated) as other development."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/5/21/HH&from=planningSearch,22 The Martlets Rustington   BN16 2TY,R/5/21/HH,11-01-21,Undecided     ,Single storey side extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/3/21/DOC&from=planningSearch,Land at Bilsham Road    ,Y/3/21/DOC,11-01-21,Undecided     ,Approval of details reserved by condition imposed under Y/91/17/OUT relating to conditions 9-surface water drainage scheme & 12-foul drainage scheme.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/7/21/TC&from=planningSearch,Bayswater 50 Kingsway Aldwick  PO21 4DN,AW/7/21/TC,10-01-21,No Objection     ,"Fell 1 No. Prunus
Fell 2 No Conifers"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=CM/2/21/DOC&from=planningSearch,Scyld Horsemere Green Lane Climping  BN17 5QZ,CM/2/21/DOC,11-01-21,DOC Part Approved     ,"Approval of details reserved by condition imposed under CM/21/19/PL relating to conditions 10-schedule of materials & finishes; 11-proposed surface water drainage; 12-discharge of flows to watercourses or for the culverting, diversion, infilling or obstruction of any watercourse on or adjacent to site & 13-maintenance & management of surface water drainage system."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/5/21/HH&from=planningSearch,22 Pembroke Way Aldwick   PO21 5PX,AW/5/21/HH,19-01-21,Undecided     ,Fence alongside the side boundary of the house.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/2/21/TC&from=planningSearch,Blackbirds North Bersted Street Bersted  PO22 9AH,BE/2/21/TC,09-01-21,No Objection     ,Fell 1 No. Silver Birch within the North Bersted Conservation area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/4/21/HH&from=planningSearch,36 Hawke Close Rustington   BN16 2AT,R/4/21/HH,14-01-21,ApproveConditionally     ,Ground floor single storey rear extension and front porch and raising of garage roof to match existing.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/2/21/L&from=planningSearch,The Twelfth Of Never Church Lane Yapton  BN18 0EH,Y/2/21/L,22-01-21,Undecided     ,Listed building consent for the removal & replacement of a rear door.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/4/21/PL&from=planningSearch,Quiet Waters Roundstone Lane Angmering   BN16 4AX,A/4/21/PL,11-01-21,Undecided     ,Variation of condition 1 imposed under A/38/20/PL relating to approved plans.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/5/21/HH&from=planningSearch,1 Mill Road Avenue Angmering   BN16 4HR,A/5/21/HH,01-02-21,Undecided     ,Single storey porch extension to front elevation.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/1/21/L&from=planningSearch,Walker House 14 Tarrant Street Arundel  BN18 9DG,AB/1/21/L,15-02-21,Undecided     ,"Listed building consent for the renewal of existing slate roof, replacement of 2 No. window frames on front elevation & painting west elevation & rear garden north & east elevations."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/4/21/HH&from=planningSearch,229 Aldwick Road Aldwick   PO21 3QG,AW/4/21/HH,14-01-21,ApproveConditionally     ,Two story side extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=K/1/21/PL&from=planningSearch,2 Gorse View Peak Lane Kingston  BN16 1RW,K/1/21/PL,12-01-21,Undecided     ,Removal of planning condition imposed under K/50/60/ relating to the occupation of the property by agricultural workers'.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/3/21/HH&from=planningSearch,16 Jubilee Avenue Rustington   BN16 3NB,R/3/21/HH,28-01-21,Undecided     ,Change of use of garden structure currently planned to be used as a personal training gym.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/1/21/TC&from=planningSearch,Old Well Cottage High Street Angmering  BN16 4AG,A/1/21/TC,07-01-21,No Objection     ,Felling of 1 No. Pittosporum and replacement with 1 No. Fagus Sylvatica Dawyck
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/3/21/PL&from=planningSearch,Pound Place Roundstone Lane Angmering  BN16 4AL,A/3/21/PL,19-01-21,Undecided     ,"Erection of a 74-bed care home (C2 residential institution) with car parking, landscaped gardens & access from Roundstone Lane. (resubmission following A/9/19/PL). This site is in CIL Zone 2 (Zero Rated) as other development."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/2/21/DOC&from=planningSearch,Tyrone House Norton Lane Norton  PO20 3NH,AL/2/21/DOC,12-01-21,DOC Approved     ,"Approval of details reserved by condition imposed under ref AL/51/20/PL relating to Condition Nos 3 - materials & finishes, 5 - Energy Statement, 7 - car parking and 14 - external lighting"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/1/21/PL&from=planningSearch,Scorton 9 Lime Tree Close East Preston  BN16 1JA,EP/1/21/PL,08-01-21,ApproveConditionally     ,Variation of conditions following EP/148/19/PL relating to wording of conditions 13- The proposed dwellings shall not be occupied until the car parking space associated with the plot and pedestrian walkways have been constructed in accordance with plans and details submitted to and approved in writing by the Local Planning Authority. The parking spaces on the development site shall thereafter be retained at all times for their designated use & 14 - The proposed dwellings shall not be occupied until the cycle parking spaces associated with the plot have been provided in accordance with plans and details submitted to and approved by the Local Planning Authority. The spaces shall thereafter be retained.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/6/21/DOC&from=planningSearch,Land North of Mayflower Way  Angmering  BN16 4AY,A/6/21/DOC,07-01-21,DOC Part Approved     ,"Approval of details reserved by condition imposed under ref A/46/19/PL relating to Condition Nos 10 - materials & finishes, 12 - acoustic testing and 22 - wildlife habitats & enhancements"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/3/21/HH&from=planningSearch,4 Shorecroft Aldwick   PO21 4AS,AW/3/21/HH,18-01-21,Undecided     ,"Single storey rear extension and loft conversion with enlarged rear dormer window and two modest front facing dormer windows. Alterations to fenestration, Canopy to side elevation, Planter and replacement handrail to roof terrace."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/4/21/A&from=planningSearch,"Unit 8, Land At Salt Box West Of Shripney Road Bognor Regis  PO22 9NW",BE/4/21/A,15-01-21,Undecided     ,"Installation of 3 x mounted signs, 5 x vinyl's to glazing & 1 x vinyl applied to aluminium wall board."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/2/21/PL&from=planningSearch,9-11 Station Road Bognor Regis   PO21 1QD,BR/2/21/PL,15-01-21,Undecided     ,"Change of use from commercial on ground floor & dwelling on first floor & conversion to the ground floor, first floor, loft & new first floor over the garage area to create bed & breakfast accommodation. This site is in CIL Zone 4 (Zero Rated) as other development."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/1/21/HH&from=planningSearch,11 Ocean Drive Ferring   BN12 5QJ,FG/1/21/HH,12-01-21,Undecided     ,"Erection of single storey side and rear extension and raising of eaves line, following the demolition of rear conservatory and garage."
